F0,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56,F57,F58,F59,F60,F61,F62,F63,F64,F65,F66,F67,F68,F69,F70,F71,F72,F73,F74,F75,F76,F77,F78,F79,F80,F81,F82,F83,F84,F85,F86,F87,F88,F89,F90,F91,F92,F93,F94,F95,F96,F97,F98,F99,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145,F146,F147,F148,F149,F150,F151,F152,Positive,Nagetive
1450,9350,77546,725906,8968,57207,473369,70164,445925,611998,1450,-13548150,126587857546,-1182780517064394,-12994632,121416015607,-1134456970790059,116455504916,-1088108022609027,-1043652974320962,16420627328048.488,610529290546716.4,3.246063290888456e+19,-5.137646748096434e+22,610529290546716.5,1.7920382517428001e+18,-4.88983968221189e+21,3.246063290888456e+19,-4.88983968221189e+21,-5.137646748096434e+22,1,3,6,9,6,8,3,6,11,18,2,5,8,4,8,10,6,10,1,7,0,111756,1288329,17618631,265098543,1123685,12818419,174025319,14177059,160814587,202211255,111756,-143977207395,185488351851999345,-238967884540863378725871,-125577417175,161783580628496629,-208428613600904590796623,141108197364487709,-181792156099425648176679,-158559745946307030717115,1.3498936022639043e+26,3.1936937228263107e+28,4.615445587219896e+33,-3.7371970468353575e+37,3.1936937228263107e+28,2.1432452756680043e+32,-2.2187840345212905e+36,4.615445587219896e+33,-2.2187840345212905e+36,-3.7371970468353575e+37,68,99,328,601,412,430,163,389,780,1151,94,411,617,244,538,806,370,800,110,367,0,107294,1114906,14634234,218458828,1283866,13251478,172692100,18283982,187553200,287416660,107294,-119621609458,133365607113626346,-148688729751940961449240,-137749834738,153576685871749510,-171221972706895930983696,176850681032115134,-197170047707983590361964,-227050460289312154774312,1.2959973886082484e+26,-2.973507593979918e+28,5.510961207460489e+33,-6.063664650009075e+37,-2.9735075939799188e+28,2.1666421776009108e+32,-5.1495170776342234e+36,5.510961207460489e+33,-5.1495170776342234e+36,-6.063664650009075e+37,65,300,470,596,386,634,236,409,683,1243,172,254,447,288,526,524,428,530,23,564,0,0,1
3311,32541,420835,6144033,34930,340955,4396549,460452,4456403,6752458,3311,-107710710,3503955718264,-113987792202951840,-115618300,3761198784125,-122356207464930951,4037327574552,-131338996984605629,-140981266075368622,9.522228096192102e+21,-1.0399484939217163e+24,2.4044796117617825e+29,-2.0627482904929726e+33,-1.039948493921716e+24,1.1693400842132777e+28,-1.8415924277359184e+32,2.4044796117617825e+29,-1.8415924277359184e+32,-2.0627482904929726e+33,44,4,24,38,15,11,2,16,40,25,9,11,26,8,10,23,15,24,4,9,0,919183,9266730,122948462,1837058808,9031539,89788875,1182511683,117244853,1159364305,1718434011,919183,-8517811414860,78932172700263663362,-731442336973714370168808972,-8301628081098,76928862295209660945,-712878220539940653940346835,74976396209352286154,-694785264171624123212343035,-677151509755469636166370710,1.110275288136424e+27,3.2473159414349716e+29,3.830189002891484e+34,-3.2540872001080132e+38,3.247315941434973e+29,2.1424208378830073e+33,-1.9997828746925887e+37,3.8301890028914836e+34,-1.9997828746925887e+37,-3.2540872001080132e+38,5996,449,3713,6991,2321,2590,369,2583,7617,4064,1763,2017,4668,1541,1959,5242,2881,4549,1211,1737,0,996011,8462600,104494228,1495256828,11161606,93440434,1144140262,157650826,1314048028,2474577628,996011,-8428834226000,71329780905453334228,-603634797838091904074361572,-11117071192060,94079232213813460834,-796154111189478051720086706,124084243938433199950,-1050074268472504617565802380,-1384978051123155847733782168,1.203075339744152e+27,-5.31918685348855e+28,4.854959622257287e+34,-5.154623968159934e+38,-5.319186853488549e+28,2.3418531084261457e+33,-4.173893709565562e+37,4.854959622257287e+34,-4.173893709565563e+37,-5.154623968159934e+38,9800,987,4903,6651,3064,1359,349,3161,6743,4911,1468,1932,4666,1331,1631,3015,2504,4067,225,1494,0,0,1
5537,68108,1099932,19999634,67062,830569,13361923,1044388,12899309,18226500,5537,-377045888,25675203740172,-1748370993587256542,-371255232,25280884712929,-1721519545869972477,24892622100928,-1695080514521270319,-1669047564664820820,8.122037159072342e+28,9.958058816441122e+30,6.133599843232727e+36,-8.829837015898824e+40,9.958058816441122e+30,3.0556166729041717e+35,-6.340809391446462e+39,6.133599843232727e+36,-6.340809391446462e+39,-8.829837015898824e+40,39,5,19,24,34,40,13,48,27,68,24,30,28,10,9,45,22,33,4,25,0,2487058,25700000,336277354,4960692218,25285386,257623020,3341828968,338021930,3416418694,5116026168,2487058,-63917364900000,1642675617440336277354,-42216746393640926979032707782,-62886196249002,1616174593765188823020,-41535670359035877422585119676,1590101106877360537706,-40865582015447043167436952746,-40206304100208028896201675852,3.0041015092337433e+27,6.287034382864905e+29,1.0848965809467468e+35,-1.009238844751515e+39,6.287034382864905e+29,5.94619246093432e+33,-7.050212662430053e+37,1.0848965809467468e+35,-7.050212662430055e+37,-1.009238844751515e+39,11362,1165,3537,5072,10057,9088,3973,14922,7301,19843,5716,7143,9238,2337,3399,10199,6328,10901,1329,6968,0,2544579,25224902,321920134,4673237252,27642711,270342845,3420713913,381417073,3703995577,5886147159,2544579,-64186730681356,1619103354842239337642,-40841707403286759587523318760,-70339034270958,1774294548975151349639,-44756388528110493410991069485,1944360832252097674690,-49046292171373766051582508451,-53747383443351583764174475806,3.0735807585767964e+27,1.211417600365567e+29,1.1904936964496043e+35,-1.200481171356383e+39,1.2114176003655642e+29,5.831829229208135e+33,-9.258977986723982e+37,1.1904936964496043e+35,-9.258977986723982e+37,-1.2004811713563829e+39,10010,1575,6875,8080,8575,12832,3151,11382,7495,17421,7436,9297,6106,3143,1533,14461,5728,7183,863,6732,0,0,1
48725,1742861,82386187,4371493037,1704828,60845913,2876685597,79010174,2812194019,4126376088,48725,-84919159364,147999253526221270,-257936833234492908059066,-83066039472,144769589402822397,-252308093077737531890361,141610403581471406,-246802184285540404194651,-241416426408634704540672,1.3798810862179836e+106,1.0812845170357764e+109,2.5036048702481627e+116,-6.831090113255642e+121,1.0812845170357764e+109,1.2532603419104023e+115,-4.545123195406996e+120,2.5036048702481627e+116,-4.545123195406996e+120,-6.831090113255642e+121,287,104,257,411,225,298,123,241,300,559,133,202,199,206,238,335,231,306,60,148,0,222110150,2210011749,28627361901,420626207127,2328934541,22822458483,293011871717,31813871499,309385208499,488685679541,222110150,-490866038862140601,1084819708186269417409244049,-2397464289844373868699526158591851523,-517279997912756609,1143194867762914907427935415,-2526474077777673274071057721178324785,1204711249083490706777122287,-2662426002640017551647616314893743001,-2805693627289804125287266993860127223,2.6828543477117677e+29,3.529630928613408e+31,1.0065088519205912e+37,-9.84983447909061e+40,3.529630928613408e+31,5.357360010132279e+35,-7.299993652168115e+39,1.0065088519205912e+37,-7.299993652168115e+39,-9.849834479090611e+40,688777,214105,667343,1067089,620489,670660,270291,602168,794414,1323832,347550,479273,442463,492449,526500,770561,576276,749754,136944,385878,0,223120948,2251452348,29323429420,430017565500,2345831201,23323364089,301237539601,32130749319,317161118939,494825450291,223120948,-502346180011133556,1131008481425859664806505804,-2546411689701469486099935609269250420,-523404079069267347,1178419337491752480863134897,-2653154972433303937175626830722355043,1227817613908434391348740665,-2764372837360330963065136945862606711,-2880252854934846231775555266182629011,2.695063712339897e+29,3.3601857089826457e+31,1.0151670678563019e+37,-1.0002976221217534e+41,3.360185708982646e+31,5.405607254387427e+35,-7.468146404249099e+39,1.015167067856302e+37,-7.468146404249099e+39,-1.0002976221217534e+41,707191,291751,582705,932015,473911,778812,327981,570056,664786,1395144,299362,503255,525473,509535,631132,858879,547308,738630,154896,333994,0,0,1
8685,128235,2516787,55659795,125128,1831900,35723384,2366556,34216158,50558362,8685,-1113592740,142785123315462,-18307942209843593790,-1086611552,139325588413540,-17864359748246124952,135949875628828,-17431524982176506582,-17009177498732172806,1.8154881619809923e+36,4.418587936256453e+38,3.623687769565692e+44,-9.069584029931843e+48,4.418587936256453e+38,1.8838812527810612e+43,-6.381031163017254e+47,3.623687769565692e+44,-6.381031163017255e+47,-9.069584029931845e+48,24,11,59,75,37,30,17,58,69,66,12,66,31,24,55,67,49,34,12,35,0,5923956,59894821,782734097,11602965607,62024166,617701614,8002334046,831057384,8203414216,12483161874,5923956,-354814224337055,21251530867532953004211,-1272856422420897786802431599237,-367428368296530,22007052634517036728458,-1318108255777214902630397068362,22789434261336777005808,-1364968855358903339725717698524,-1413495415064551780896764071446,7.155508701539853e+27,9.683296840524904e+29,2.638706256310344e+35,-2.4630497331798785e+39,9.683296840524904e+29,1.3179548408193782e+34,-1.7431078953523533e+38,2.638706256310344e+35,-1.7431078953523533e+38,-2.4630497331798785e+39,9942,4512,30342,39696,13479,11965,7732,23268,25819,25988,4466,25938,11297,9348,23827,24229,21463,13324,4505,14556,0,5836461,63056640,838678296,12415389498,61275718,653383750,8621059220,835072642,8839338396,12810857254,5836461,-368027557094400,23206577201642017404696,-1463328533514234878179413018822,-357633277078280,22551148940905116495430,-1421999436712303735699265779708,21914232078951767862158,-1381837606319368463143861576364,-1342810074983731872223867589870,7.049824048608395e+27,9.046518128798478e+29,2.6417843498109376e+35,-2.5794022539212318e+39,9.046518128798478e+29,1.3889467709560018e+34,-1.911374833499134e+38,2.6417843498109376e+35,-1.9113748334991337e+38,-2.579402253921232e+39,10026,4640,18746,22704,17305,12995,6412,24988,31589,28924,5518,28974,14495,10620,21933,31515,19305,14964,5479,14564,0,0,1
2070,15264,145584,1568754,15435,112453,1063379,148931,1071999,1620033,2070,-31581216,481822836912,-7350991870724622,-31935015,487220581573,-7433342723680765,492678866231,-7516617200971695,-7600825673717547,4266418716944132.5,4.575531632330277e+16,2.074289219860963e+22,-6.834950944752091e+25,4.575531632330277e+16,1.195261405685445e+21,-6.722077333163678e+24,2.074289219860963e+22,-6.722077333163678e+24,-6.834950944752091e+25,11,3,5,10,10,11,5,14,8,22,11,8,10,11,10,16,3,16,3,7,0,237468,2511460,32520678,470112094,2483078,25913612,332846346,33099390,342812932,489186140,237468,-596388871820,1497800488622246278,-3761650174457082871037546,-589649083426,1480873850935901692,-3719139779973335703959578,1464138501132010534,-3677109795332153644819540,-3635554791422936751611800,2.8683608391710967e+26,3.976670029942321e+28,1.0523001986306262e+34,-9.50758550723206e+37,3.976670029942321e+28,5.1802379706419134e+32,-6.435263002475631e+36,1.0523001986306262e+34,-6.435263002475631e+36,-9.507585507232057e+37,694,318,694,1033,1020,955,821,1484,768,1773,1286,1016,1028,1235,625,1639,335,1445,397,495,0,276606,2966583,40204225,604941945,2908383,30793615,414455505,38287705,402475095,562745727,276606,-820571690715,2434285227381885181,-7221483065186826447313641,-804473279715,2386528127627992171,-7079808177093141509714421,2339707952023963861,-6940912742207301259013271,-6804742231738953236845179,3.341106247072277e+26,4.159041376378388e+28,1.2173276331657296e+34,-1.088065046566411e+38,4.159041376378385e+28,5.587930796172707e+32,-7.376417797141952e+36,1.2173276331657298e+34,-7.376417797141952e+36,-1.088065046566411e+38,1462,270,286,927,940,1201,159,1260,800,2539,870,552,932,921,1335,1497,253,1691,191,877,0,0,1
22349,538834,17170434,613965322,531013,12762086,405658366,16523239,395557152,577307299,22349,-12041862232,6488274469008366,-3495946457552971710130,-11867078524,6394099274304260,-3445203928945734221612,6301291009981882,-3395197916013141727726,-3345917728343293002184,1.3665024814351176e+65,2.8396982041569767e+67,3.309588268859072e+74,-3.1660735832110495e+79,2.8396982041569695e+67,1.639930082899127e+73,-2.167209638483438e+78,3.309588268859072e+74,-2.167209638483438e+78,-3.1660735832110495e+79,199,14,88,112,57,243,65,46,74,192,26,36,303,74,134,251,112,84,17,40,0,43072689,448441113,5930072917,86194887999,449184526,4609551848,60548080992,6117318458,62396711362,93781635880,43072689,-19315564146621744,8661892883034524170755220,-3884348794973533122215452363915206,-19347584942825888,8676252324190078407667754,-3890788158597887350666902246769882,8690635570021251321282870,-3897238197217222783738168939966656,-3903698928528244330484949576111980,5.2027226559113535e+28,7.567631112894808e+30,1.9399454049556605e+36,-1.8844344674199262e+40,7.567631112894815e+30,1.0403078755627154e+35,-1.3845249399187878e+39,1.9399454049556605e+36,-1.384524939918788e+39,-1.8844344674199262e+40,223781,6512,90011,111070,59359,268558,66633,46147,66186,216635,20299,26955,384598,64908,132587,294530,123827,90134,20801,35497,0,43189574,441298525,5795106199,84373138885,458531441,4617009631,60191536259,6279149815,62823089807,96598015901,43189574,-19059494860279825,8410926774342185487688699,-3711729493459808165534923100389915,-19803777143864693,8739377440666957858062931,-3856674284688183280759818631211925,9080654260768065883925947,-4007279238528424539376706824864385,-4163765387006044996864872279851435,5.2168411205754966e+28,5.194042795792078e+30,1.977353897618795e+36,-1.9548200052682127e+40,5.194042795792078e+30,1.0187155961335865e+35,-1.470698239174561e+39,1.9773538976187953e+36,-1.470698239174561e+39,-1.9548200052682127e+40,207651,23840,100773,131746,64217,258266,74287,53581,94246,199621,36069,51093,272306,95524,157925,249638,118989,91978,16055,51223,0,0,1
3025,27776,331356,4480136,26998,248602,2953682,316648,2906686,4174246,3025,-83994624,2332263501404,-64759540062461304,-81641952,2266937210906,-62945634694550166,2203440844740,-61182540619802042,-59468834393517690,4.578794765610822e+20,5.331307195646359e+22,7.642067207955136e+27,-4.681523835327341e+31,5.331307195646356e+22,4.3133131589432596e+26,-3.595371461493881e+30,7.642067207955136e+27,-3.5953714614938806e+30,-4.681523835327341e+31,31,5,17,22,9,14,6,16,16,27,11,17,11,23,8,32,14,14,0,11,0,719817,7122372,91687708,1310854458,7347738,71472647,912633265,97816606,944362799,1469487930,719817,-5126797323552,36514906978850486668,-260072389745085821740065942,-5289019376208,37670311179309403487,-268301596838585813667681695,38862274664143917466,-276791192393709393033271957,-285549415618713834523827162,8.694623672114223e+26,1.7326947293565202e+29,3.1371733749703343e+34,-2.8813230615292907e+38,1.732694729356521e+29,1.6731263371515352e+33,-1.9866519012937755e+37,3.137173374970334e+34,-1.9866519012937757e+37,-2.8813230615292907e+38,5054,477,2099,2975,1359,2826,879,2647,2036,4184,1742,2827,1752,4284,1387,5299,1766,1474,0,1293,0,618348,6198711,83267525,1257469293,6189135,60827984,810188884,78314757,761968660,1108599999,618348,-3832954350717,23759337872352531791,-147277030843717113930673227,-3827033059845,23722633560826482794,-147049511791921671031384814,23685985951530050607,-146822344220292687330868622,-146595527585849725471049961,7.468986087303418e+26,1.8502430173075377e+29,2.552621854295148e+34,-2.0318537079313413e+38,1.8502430173075377e+29,1.2214460032627591e+33,-1.15588165293428e+37,2.5526218542951473e+34,-1.15588165293428e+37,-2.0318537079313413e+38,4401,1048,3086,3735,1386,1444,951,2233,2844,4051,1613,2358,1603,2731,1053,4461,2504,2796,0,2062,0,0,1
4144,44597,630167,10048553,41311,442912,6283516,540685,5748096,7977091,4144,-184765371,8237992988245,-367301130859064937,-171151473,7631000337626,-340237604701890408,7068732443067,-315168188168825730,-291945949320276585,5.005511192044836e+24,1.2891429872032715e+27,1.7542488204430704e+32,-1.5270925464496836e+36,1.2891429872032715e+27,9.587966731148648e+30,-9.758300025050981e+34,1.7542488204430704e+32,-9.758300025050983e+34,-1.5270925464496838e+36,27,4,23,17,10,36,13,10,12,70,7,11,35,20,23,35,17,20,11,1,0,1262809,12820328,163833132,2317228256,13733198,137579896,1746017268,188077998,1873234960,2866097612,1262809,-16189612761024,207555981428667101420,-2660933653122126730359524544,-17342392299984,222334981526504005704,-2850405131848188267730242036,238166318648816439626,-3053367905710937272917414272,-3270782620849323399105403152,1.5253389437536057e+27,5.575050778872226e+28,5.874693163277e+34,-5.782847411940213e+38,5.575050778872226e+28,2.783819205286744e+33,-4.3566120234784e+37,5.874693163277e+34,-4.356612023478401e+37,-5.782847411940213e+38,5909,1162,4479,2944,1912,7766,2587,1706,2564,14265,1096,2640,7078,4605,3704,8055,2630,3556,2259,86,0,1268765,13272871,172906281,2492459347,12159053,125347651,1620629987,152720701,1561991355,2150865503,1268765,-16840140901444,223516841637758249364,-2966707867120184585124517888,-15426968720492,204760004362708769020,-2717750981819957217112415374,187577182459387277968,-2489685783034600277497955140,-2280759105492431591240049230,1.5325331581985422e+27,5.387623052871243e+29,5.068805637453063e+34,-3.868637870136121e+38,5.387623052871243e+29,2.789318129344982e+33,-1.9721454805040302e+37,5.068805637453061e+34,-1.9721454805040302e+37,-3.868637870136121e+38,4972,450,4790,3907,2118,6742,2652,2324,2272,13945,1725,1793,7027,3455,5565,6050,4221,4504,2174,317,0,0,1
4562,51140,749658,12401744,48281,538850,7857796,671683,7431078,10511195,4562,-233249540,11925766925658,-609750050819224616,-220209641,11259052489250,-575661738763426502,10629611293843,-543479163441428102,-513095782062004493,1.2122903602277695e+26,2.98503033073863e+28,5.525774219833975e+33,-5.731374320291887e+37,2.9850303307386317e+28,3.000693900717186e+32,-3.7997272947145243e+36,5.525774219833975e+33,-3.7997272947145243e+36,-5.731374320291887e+37,46,10,8,18,40,27,4,34,16,62,14,14,22,14,15,39,24,30,7,12,0,1825609,17687473,229749177,3391581175,19717845,188108825,2422266855,272149985,2577785211,4197563127,1825609,-32290392208584,571135127502268491680,-10101931613588479446277770090,-35997055574760,636696599799404034620,-11261547749488860045984327190,709783973486364298160,-12554277990107235096516929894,-13995402706530749388385940598,2.2051414772678023e+27,1.2061797021866084e+29,8.510515796113494e+34,-8.547844664691034e+38,1.2061797021866086e+29,4.2576935721403907e+33,-6.545864043034969e+37,8.510515796113494e+34,-6.545864043034969e+37,-8.547844664691034e+38,10966,2992,1589,4698,10440,6714,780,7738,4239,13273,2691,2567,4877,1835,3680,8767,4508,7453,1818,2571,0,1680070,17385524,229990124,3386027720,17299280,176271074,2312993440,235067596,2377512494,3611720384,1680070,-29208879921156,507811380626160981292,-8828561690470579327015561416,-29063984050320,505292291485584216034,-8784766031825793654165636592,502785698737166318796,-8741187629377494651604408450,-8697825405387459047547056256,2.029345846626147e+27,3.603838160703655e+29,7.4903362902033095e+34,-7.249704878099825e+38,3.603838160703655e+29,4.15401652558215e+33,-5.290805479153847e+37,7.490336290203309e+34,-5.290805479153846e+37,-7.249704878099825e+38,10056,1578,2067,3528,7840,5625,1048,7800,3073,15061,3707,3831,5177,4563,3175,9056,6460,6257,1381,2913,0,0,1
8638,126825,2460035,53900973,129079,1876037,35956557,2519841,36252953,55267009,8638,-1095387525,138906440737535,-17614770043534087527,-1114855323,141375157771337,-17927828758198614383,143887751369117,-18246451471102305593,-18570737074103339073,1.805663413148175e+36,5.377302629647497e+37,3.79182936969374e+44,-1.014680717543172e+49,5.377302629647497e+37,1.963663892366711e+43,-7.675555860182879e+47,3.79182936969374e+44,-7.675555860182879e+47,-1.0146807175431721e+49,65,21,31,53,32,71,24,18,33,100,13,27,59,35,49,49,44,60,20,29,0,6174476,64359816,862482650,12868977900,65220786,669731936,8906938228,890554762,9079077100,13653675534,6174476,-397388074896600,25575819238754341954394,-1646054753665277172984613387908,-402704112637350,25917958394186004124160,-1668074763188944880265672812192,26264674497890464054066,-1690389344213583078898490852612,-1713002437353708701054733758550,7.458110213082093e+27,8.403058206587423e+29,2.810556197629995e+35,-2.751701378684738e+39,8.403058206587426e+29,1.457753955061069e+34,-2.046296415427138e+38,2.810556197629995e+35,-2.0462964154271382e+38,-2.7517013786847376e+39,25840,8590,13722,21455,9170,31869,9857,6242,12605,45034,4036,10282,30977,14588,23229,22379,14738,25390,6114,11244,0,5905785,60896198,826518664,12603984812,62175541,630356726,8481285194,851151629,8556426274,13073270389,5905785,-359639791809232,21900692262347665763396,-1333668666520863108790595148148,-367195315229144,22360794834612943258120,-1361687159117580179961935902174,22830563511240519675852,-1390294280619762033607313435116,-1419502397288268988808324812700,7.133560066435933e+27,8.647321803867286e+29,2.6881896096360346e+35,-2.6376042774809703e+39,8.647321803867273e+29,1.4224497195394485e+34,-1.9597470818716078e+38,2.6881896096360346e+35,-1.9597470818716078e+38,-2.6376042774809703e+39,28370,8924,12132,22747,17518,27345,10159,8770,14917,38366,6806,12236,18229,14602,17637,18487,21958,24650,10566,12942,0,0,1
2844,25020,288982,3764898,24481,215301,2471257,274971,2413061,3491047,2844,-71131860,1779093425782,-44497269439952022,-69599483,1740766765341,-43538671811967525,1703265898933,-42600728360045941,-41682993994141187,2.391568836252931e+19,1.7864264197747612e+21,3.031292430123834e+26,-1.64298714687937e+30,1.786426419774761e+21,1.695470992575638e+25,-1.3639180339029207e+29,3.0312924301238336e+26,-1.3639180339029206e+29,-1.64298714687937e+30,25,5,15,15,14,20,10,15,18,27,5,15,12,8,6,28,16,8,5,17,0,658630,6368250,83045188,1240201740,6701454,63529564,819404134,89659326,841157694,1359672192,658630,-4194314129250,26710400399071295188,-170098249080560685362116260,-4413771946566,28107960522248023564,-178998247821926652022410218,29578644757006452174,-188363918479825420198272918,-198219626263768934479784148,7.95554979830234e+26,1.6493282005548373e+29,2.876447318033386e+34,-2.68748523863335e+38,1.6493282005548365e+29,1.576585592285235e+33,-1.888527183839025e+37,2.876447318033386e+34,-1.888527183839025e+37,-2.68748523863335e+38,3917,727,2417,2339,1896,2245,1801,2391,2478,4401,321,2367,1769,1483,721,2989,1979,1002,678,2549,0,618204,6434984,87220742,1328895350,6254328,64031716,860434368,84095946,853320524,1281700242,618204,-3978126413752,25599138413539640454,-164729779639660259374747738,-3866444332584,24880467170632139620,-160105149170913151497507664,24181971933186787914,-155610350764491327249861892,-151241739509832384588104574,7.467246720479932e+26,1.6535384014613817e+29,2.701175693207507e+34,-2.5425480263552367e+38,1.6535384014613824e+29,1.5321911611435438e+33,-1.7923537112617175e+37,2.701175693207506e+34,-1.7923537112617175e+37,-2.5425480263552367e+38,3208,698,1858,1936,2094,3455,1049,1884,2652,3294,1104,1908,1651,797,989,4991,2581,1278,747,2296,0,0,1
8979,136718,2760666,62833052,128890,1969555,39864327,2463736,37596025,53288746,8979,-1227454204,167796394811614,-22938232753568939944,-1157174420,158188952740095,-21624868678188976753,149131600825436,-20386703463490803123,-19219431463287654374,5.630835304465411e+37,2.747829079071959e+40,1.2809722243361058e+46,-3.3204237539247764e+50,2.747829079071959e+40,6.912938717355797e+44,-2.1437483263536822e+49,1.2809722243361058e+46,-2.1437483263536822e+49,-3.3204237539247764e+50,31,19,55,40,40,60,9,60,53,80,22,52,28,24,51,87,43,46,17,30,0,6228452,64558303,848500279,12502901941,67653364,692438350,9032851496,931639674,9470194480,14333841400,6228452,-402098226878653,25958774998821186866329,-1675854192818384261660879626693,-421375662659164,27203293339190415595750,-1756198172025474343765569001884,28507476509644901150874,-1840394010793221010606097164854,-1928626375380646378614795832864,7.523307479515927e+27,2.9906588570286408e+29,2.9088383073708346e+35,-2.9156394839800726e+39,2.9906588570286457e+29,1.4147095950798787e+34,-2.2357971280998323e+38,2.9088383073708346e+35,-2.235797128099832e+38,-2.9156394839800726e+39,13678,9158,23515,20747,14411,26309,4453,24663,22708,35784,11100,18970,10248,11374,23859,33794,17129,21618,5381,10229,0,6346269,68692903,929087821,14004716677,65393057,698250775,9372930407,881913845,9345814141,13373011919,6346269,-435943572136004,29946224795498032100024,-2057092790951242338627425683394,-415001865061276,28507678369435098200532,-1958274876415718188039676623298,27138236340807308069328,-1864203942802085444734279055546,-1774651956276814572770258435914,7.665617883018135e+27,1.3474524287993624e+30,2.812950973065065e+35,-2.6528984092122776e+39,1.3474524287993624e+30,1.5183923787410126e+34,-1.88104095587064e+38,2.812950973065065e+35,-1.8810409558706404e+38,-2.6528984092122776e+39,12610,6954,23125,13173,19509,24571,3179,26217,22236,32056,7556,25126,13496,8978,19389,39982,19335,17390,9035,15211,0,0,1
3381,32288,398216,5501636,30910,292434,3589522,371322,3467128,5025646,3381,-109133440,3522658393992,-113705959212396604,-104475800,3372316900754,-108853165702002142,3228391921222,-104207487564725888,-99760084952501414,5.1176545793488165e+20,3.816505202596923e+22,8.857398608526326e+27,-5.827613438220303e+31,3.816505202596923e+22,5.012237636266909e+26,-4.7996728833833474e+30,8.857398608526326e+27,-4.7996728833833463e+30,-5.827613438220303e+31,18,4,18,20,13,18,12,19,13,20,7,19,13,10,23,29,19,35,1,5,0,748375,7841137,104550641,1551215311,7588237,78150325,1032171703,99294221,1012112503,1458743719,748375,-5868103061238,46012538549961645478,-360790136389676628189492456,-5678839276638,44528497268771702262,-349153580939136620183231380,43092320734796233258,-337892339027482370524907740,-326994305676294372745171128,9.039573934233949e+26,1.951703969566664e+29,3.2017198806421685e+34,-2.7931213758563487e+38,1.9517039695666654e+29,1.647688443918042e+33,-1.8057785230922231e+37,3.2017198806421685e+34,-1.8057785230922231e+37,-2.793121375856348e+38,2513,692,3728,2963,1818,2976,2320,2776,1885,3569,760,3390,2188,1331,4375,4026,3282,4397,211,886,0,792613,8633808,118896228,1806418830,7991721,85704672,1171331784,106339773,1130739048,1601977389,792613,-6843259826496,59083316893558092132,-510113370477343468728282162,-6334333965252,54689354264965440720,-472176788645396758262382396,50622165903619476624,-437061509536731886572245640,-404557715907062984610992820,9.57392191713377e+26,2.1998357174642602e+29,3.4259477608318817e+34,-3.1397640978071226e+38,2.1998357174642616e+29,1.900949310298166e+33,-2.1486188184246135e+37,3.4259477608318812e+34,-2.148618818424613e+37,-3.1397640978071226e+38,3193,576,1978,3377,2303,2730,1484,3247,2236,2771,1459,2633,1933,1839,2916,5167,2741,6698,106,699,0,0,1
2730,24714,288808,3798120,22049,193927,2236227,231727,1985129,2739851,2730,-67444506,1666213028296,-41163708191404704,-60171721,1486539187735,-36724873516266029,1326240349655,-32764697632459073,-29231564378916841,2.295704262647856e+19,3.8674991242356683e+21,2.6399651052884452e+26,-1.1599095996731549e+30,3.867499124235666e+21,1.4699063820762057e+25,-7.627961053333372e+28,2.639965105288445e+26,-7.627961053333372e+28,-1.1599095996731548e+30,13,3,15,26,7,17,3,8,17,24,5,17,15,8,18,14,16,21,3,9,0,518737,5433519,73436797,1107439971,5753378,59368317,795526061,80199036,821414691,1248124688,518737,-2818561911984,15314680178386105132,-83212445314501473099139464,-2984484290208,16216220835017373087,-88110974158288561580181423,17170833155350110776,-93297868339248063121914909,-98790103273957487831797704,6.265791166090155e+26,-1.0103944615515353e+28,2.4825179030646496e+34,-2.574995141895776e+38,-1.0103944615515298e+28,1.1772669735791143e+33,-2.0480474853156214e+37,2.4825179030646496e+34,-2.0480474853156216e+37,-2.5749951418957753e+38,2042,550,1582,3447,898,2479,160,988,2429,3054,265,1608,2609,504,2874,1382,2728,2633,264,1174,0,417963,4440337,59291333,884688289,4272280,44585953,589415419,58743110,607515709,903093124,417963,-1855892133194,8240766790496864142,-36591694140425057971053254,-1785650693360,7928871872483689913,-35206778909295348025373343,7628781491910405510,-33874279677123681271846041,-32592212613498281020799276,5.0485484419899474e+26,9.889990503017604e+28,1.8729790726877905e+34,-1.8132712894675842e+38,9.889990503017604e+28,1.1020722330046489e+33,-1.3031744326869126e+37,1.8729790726877905e+34,-1.3031744326869126e+37,-1.8132712894675842e+38,1338,230,2318,3313,922,1941,620,1092,1991,3186,1035,2812,1291,1576,1806,2258,1432,2827,516,1166,0,0,1
