0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,positive
2650,23950,278330,3631822,23225,207322,2389678,258471,2297576,3205217,2650,-63443550.0,1520000000000.0,-3.64e+16,-61523025.0,1470000000000.0,-3.53e+16,1430000000000.0,-3.42e+16,-3.32e+16,2.23e+19,1.05e+21,2.83e+26,-1.48e+30,1.05e+21,1.44e+25,-1.19e+29,2.83e+26,-1.19e+29,-1.48e+30,18,4,20,17,18,19,8,17,19,22,5,11,9,5,12,14,15,20,4,12,0,5,1,10,1,7,11,18,12,3,5,3,8,10,9,16,20,10,3,4,6,1,12,6,18,4,17,3,8.0,17.0,5.0,16.0,3.0,4.0,6.0,4.0,13.0,4.0,20.0,1.0,5.0,7.0,6.0,18.0,13.0,2.0,3.0,2.0,9.0,15.0,19.0,2.0,15.0,15.0,17.0,18.0,6.0,5.0,12.0,10.0,14.0,7.0,18.0,15.0,3.0,10.0,16.0,17.0,13.0,6.0,12.0,13.0,9.0,5.0,15.0,4.0,7.0,5.0,8.0,1.0,8.0,18.0,10.0,3.0,10.0,9.0,10.0,12.0,6.0,10.0,16.0,14.0,4.0,1.0,10.0,1.0,7.0,6.0,6.0,11.0,15.0,10.0,1.0,1
142,351,1131,4269,385,900,2748,1267,2834,4687,142,-49491.0,17249271.0,-6012040263.0,-54285.0,18919800.0,-6594166002.0,20752767.0,-7232884408.0,-7933719573.0,402860.2045,4245254.395,5656863868.0,483000000000.0,4245254.395,455455592.2,-31786427837.0,5656863868.0,-31786427837.0,483000000000.0,5,0,0,1,1,5,1,1,3,4,0,0,0,0,0,1,0,0,0,0,0,6,8,6,1,10,16,1,9,6,1,10,9,6,10,1,9,6,10,1,4,7,5,206,805,581,-65879,3265,15679.0,85943.0,49187.0,263815.0,694297.0,206.0,-165025.0,132197681.0,-106000000000.0,-669325.0,536193979.0,-430000000000.0,2174735087.0,-1740000000000.0,-7070000000000.0,2.49e+23,-2.93e+26,1.37e+31,-1.4100000000000001e+35,-2.93e+26,1.6e+29,-1.11e+34,1.37e+31,-1.11e+34,-1.4100000000000001e+35,55.0,0.0,0.0,20.0,22.0,43.0,21.0,2.0,36.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,707.0,5288.0,53696.0,624452.0,2330.0,18668.0,214700.0,-3428.0,9872.0,-290482.0,707.0,-3733328.0,19713929216.0,-104000000000000.0,-1644980.0,8686351868.0,-45900000000000.0,3827371072.0,-20200000000000.0,-8910000000000.0,8.54e+23,1.61e+27,8.24e+30,1.5400000000000002e+35,1.61e+27,2.24e+30,3.15e+34,8.24e+30,3.15e+34,1
2619,22814,263410,3441944,22631,196689,2274463,247909,2132533,3031559,2619,-59727052.0,1360000000000.0,-3.11e+16,-59247958.0,1350000000000.0,-3.08e+16,1340000000000.0,-3.06e+16,-3.03e+16,2.2e+19,1.52e+21,2.74e+26,-1.37e+30,1.52e+21,1.38e+25,-1.06e+29,2.74e+26,-1.06e+29,-1.37e+30,18,4,24,19,12,18,5,14,21,26,4,9,8,5,17,8,14,20,6,13,0,19,8,11,6,7,11,18,12,1,8,4,14,18,3,4,5,10,3,10,6,1,12,1,8,4,5,3,18.0,3.0,5.0,3.0,3.0,3.0,6.0,18.0,1.0,9.0,20.0,17.0,7.0,7.0,6.0,8.0,13.0,2.0,3.0,2.0,6.0,15.0,10.0,2.0,17.0,9.0,20.0,1.0,18.0,5.0,17.0,10.0,3.0,20.0,18.0,15.0,14.0,18.0,17.0,17.0,13.0,6.0,3.0,13.0,9.0,5.0,15.0,9.0,4.0,10.0,18.0,10.0,10.0,1.0,10.0,3.0,10.0,9.0,10.0,14.0,15.0,8.0,16.0,16.0,4.0,9.0,1.0,20.0,1.0,1.0,6.0,18.0,3.0,18.0,1.0,1
607,3132,20264,145560,2689,13676,86936,15253,76618,96625,607,-1897992.0,5934721784.0,-18600000000000.0,-1629534.0,5095292216.0,-15900000000000.0,4374601458.0,-13700000000000.0,-11700000000000.0,5207586619.0,217000000000.0,2010000000000000.0,-7.27e+17,217000000000.0,133000000000000.0,-8.43e+16,2010000000000000.0,-8.43e+16,-7.27e+17,4,2,5,8,5,8,0,2,7,12,2,1,1,1,2,2,5,4,0,0,0,11,5,17,10,9,9,13,10,10,5,10,5,5,10,6,17,8,16,10,16,5,2,4,4,4,15,6,1.0,3.0,4.0,3.0,3.0,6.0,6.0,4.0,11.0,17.0,4.0,4.0,4.0,9.0,15.0,6.0,18.0,10.0,3.0,17.0,10.0,9.0,12.0,18.0,1.0,8.0,6.0,18.0,1.0,9.0,6.0,17.0,6.0,18.0,10.0,9.0,1.0,10.0,10.0,2.0,14.0,10.0,3.0,9.0,16332.0,139838.0,1706508.0,24356258.0,140929.0,1179261.0,14306309.0,1536859.0,12643527.0,19311127.0,16332.0,-2283694378.0,319000000000000.0,-4.47e+19,-2301511499.0,322000000000000.0,-4.5e+19,324000000000000.0,-4.54e+19,-4.57e+19,1.97e+25,1.15e+28,5.51e+32,-2.79e+36,1.15e+28,2.98e+31,-8.23e+33,5.51e+32,-8.23e+33,-2.79e+36,200.0,1
316,1049,4359,20531,1084,3286,13028,4626,13178,22066,316,-330435.0,345530273.0,-361000000000.0,-341460.0,357057710.0,-373000000000.0,368972210.0,-386000000000.0,-399000000000.0,5379034.842999999,31375835.34,253000000000.0,-11700000000000.0,31375835.34,18450351325.0,-6910000000000.0,253000000000.0,-6910000000000.0,-11700000000000.0,3,0,7,2,0,2,0,0,2,2,1,2,2,0,2,2,2,1,1,2,0,1,3,16,15,9,13,3,3,15,20,3,11,16,6,12,3,1,10,6,3,18,9,10,1,17,20,4,3.0,12.0,13.0,19.0,4.0,17.0,1787.0,21854.0,333762.0,5648228.0,12955.0,168547.0,2661733.0,122863.0,1779543.0,1030531.0,1787.0,-39031244.0,853000000000.0,-1.86e+16,-23137630.0,505000000000.0,-1.1e+16,300000000000.0,-6540000000000000.0,-3880000000000000.0,2.16e+24,1.99e+27,5.02e+31,2.2e+33,1.99e+27,3.91e+30,4.28e+34,5.02e+31,4.28e+34,2.2e+33,42.0,0.0,92.0,59.0,0.0,33.0,0.0,0.0,27.0,41.0,12.0,44.0,36.0,0.0,13.0,16.0,58.0,21.0,31.0,36.0,0.0,2958.0,24611.0,303351.0,4267385.0,33907.0,270434.0,3255180.0,522697.0,4166478.0,8934823.0,2958.0,-72774727.0,1790000000000.0,-4.41e+16,-100262999.0,2470000000000.0,-6.07e+16,3400000000000.0,1
142,371,1251,4889,368,901,2891,1124,2595,3758,142,-52311.0,19270991.0,-7099396203.0,-51888.0,19114821.0,-7041738451.0,18960484.0,-6984757801.0,-6928445586.0,402860.2045,5473668.432,5075182100.0,684000000000.0,5473668.432,387818797.6,17379764615.0,5075182100.0,17379764615.0,684000000000.0,3,0,1,0,1,2,0,0,4,3,0,0,0,0,0,0,1,2,0,0,0,6,5,9,3,10,10,9,6,1,1,9,1,10,18,9,17,18,259,3934,69148,1203988,-695,8901,298357,-42305,-171971,-936971,259.0,-1014972.0,3977492640.0,-15600000000000.0,179310.0,-702662509.0,2750000000000.0,124095120.0,-486000000000.0,85850665104.0,3.13e+23,1.05e+27,-6.67e+30,2.7700000000000003e+35,1.05e+27,3.23e+29,3.7300000000000004e+34,-6.67e+30,3.7300000000000004e+34,2.7700000000000003e+35,31.0,0.0,4.0,0.0,2.0,9.0,0.0,0.0,36.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,31.0,0.0,0.0,0.0,201.0,-121.0,-22783.0,-539365.0,4701.0,23108.0,83916.0,84543.0,500812.0,1447857.0,201.0,24200.0,2890776.0,341959484.0,-940200.0,-113172271.0,-13515034583.0,4397865342.0,529000000000.0,-20600000000000.0,2.43e+23,-7.32e+26,2.19e+31,-3.46e+35,-7.32e+26,3.82e+29,-3.6500000000000003e+34,2.19e+31,-3.6500000000000003e+34,-3.46e+35,23.0,0.0,14.0,0.0,1
213,590,2026,7946,626,1681,5737,2166,5559,8264,213,-125080.0,73451126.0,-43133168074.0,-132712.0,77932421.0,-45764472119.0,82688002.0,-48556813393.0,-51520078444.0,604290.3067,2863288.602,9222712954.0,595000000000.0,2863288.602,613936193.8,-101000000000.0,9222712954.0,-101000000000.0,595000000000.0,3,1,0,0,2,0,0,4,2,1,1,0,2,0,1,1,2,2,0,0,0,5,10,13,1,8,5,15,11,1,1,9,18,18,13,17,8,8,2,16,8,17,9,643,8793,132487,2116755,4281,66556.0,1047936.0,24073.0,557820.0,-40299.0,643.0,-5645106.0,49560232696.0,-435000000000000.0,-2748402.0,24129122509.0,-212000000000000.0,11747606074.0,-103000000000000.0,-50200000000000.0,7.77e+23,8.27e+26,1.3e+31,1.09e+35,8.27e+26,5.63e+29,2.6e+34,1.3e+31,2.6e+34,1.09e+35,23.0,18.0,0.0,0.0,7.0,0.0,0.0,58.0,33.0,2.0,8.0,0.0,17.0,0.0,7.0,19.0,36.0,25.0,0.0,0.0,0.0,421.0,1650.0,4544.0,-113820.0,5733.0,28989.0,191217.0,91981.0,531687.0,1541073.0,421.0,-693000.0,1140732044.0,-1880000000000.0,-2407860.0,3963538539.0,-6520000000000.0,13771486072.0,-22700000000000.0,-78800000000000.0,5.09e+23,-3.21e+26,2.65e+31,-3.4800000000000005e+35,-3.21e+26,1.2e+30,-3.27e+34,2.65e+31,-3.27e+34,1
573,2800,17468,123322,2366,11330,68992,12814,60174,78992,573,-1601600.0,4476657468.0,-12500000000000.0,-1353352.0,3782772130.0,-10600000000000.0,3196445690.0,-8930000000000.0,-7550000000000.0,4915893134.0,302000000000.0,1760000000000000.0,-4.65e+17,302000000000.0,131000000000000.0,-4.18e+16,1760000000000000.0,-4.18e+16,-4.65e+17,5,2,4,6,3,9,0,2,7,13,3,1,1,2,2,4,2,2,0,0,0,11,5,17,10,9,9,13,10,10,10,10,18,5,10,6,11,8,16,10,16,10,2,14,3,4,15,6,1.0,3.0,4.0,3.0,3.0,6.0,6.0,4.0,11.0,17.0,4.0,4.0,4.0,9.0,15.0,6.0,1.0,5.0,6.0,12.0,10.0,10.0,9.0,6.0,18.0,1.0,9.0,9.0,1.0,6.0,10.0,10.0,16.0,8.0,1.0,14.0,2.0,9.0,10.0,16.0,6.0,19513.0,149986.0,1610696.0,20302696.0,202804.0,1544176.0,16417740.0,2594078.0,19645858.0,36989890.0,19513.0,-2926526832.0,439000000000000.0,-6.58e+19,-3957111648.0,593000000000000.0,-8.9e+19,802000000000000.0,-1.2e+20,-1.63e+20,2.36e+25,3.63e+27,8.32e+32,-6.910000000000001e+36,3.63e+27,3.55e+31,-4.28e+35,8.32e+32,-4.28e+35,-6.910000000000001e+36,243.0,86.0,116.0,207.0,1
2856,25253,290221,3770519,24106,212168,2442720,260490,2273278,3152044,2856,-72097315.0,1820000000000.0,-4.59e+16,-68822630.0,1740000000000.0,-4.39e+16,1660000000000.0,-4.19e+16,-4e+16,2.4e+19,2.5e+21,2.91e+26,-1.39e+30,2.5e+21,1.52e+25,-1.03e+29,2.91e+26,-1.03e+29,-1.39e+30,10,4,21,18,11,18,3,10,20,23,6,15,6,8,13,20,14,17,6,21,0,19,17,11,6,7,11,18,12,9,9,20,14,18,3,4,5,1,3,10,6,1,12,1,8,4,5,3,18.0,17.0,5.0,3.0,16.0,12.0,20.0,9.0,1.0,3.0,20.0,17.0,20.0,7.0,9.0,18.0,13.0,2.0,3.0,2.0,6.0,15.0,17.0,2.0,6.0,15.0,20.0,4.0,18.0,5.0,17.0,10.0,16.0,20.0,18.0,9.0,12.0,4.0,17.0,17.0,13.0,6.0,7.0,13.0,16.0,5.0,15.0,4.0,9.0,10.0,18.0,10.0,10.0,14.0,10.0,3.0,10.0,9.0,11.0,16.0,20.0,10.0,16.0,4.0,16.0,14.0,16.0,12.0,4.0,1.0,6.0,9.0,3.0,11.0,1.0,1
553,2768,17588,125192,2279,10999,67739,12311,57001,75593,553,-1527936.0,4221682612.0,-11700000000000.0,-1258008.0,3475868871.0,-9600000000000.0,2861818702.0,-7910000000000.0,-6510000000000.0,4744308732.0,294000000000.0,1690000000000000.0,-4.31e+17,294000000000.0,126000000000000.0,-3.75e+16,1690000000000000.0,-3.75e+16,-4.31e+17,7,2,5,9,4,2,1,3,5,9,3,2,3,0,4,2,3,3,0,0,0,11,5,17,11,9,9,13,10,10,10,10,5,5,10,6,17,8,12,10,16,10,2,4,4,4,15,12,1.0,3.0,4.0,4.0,4.0,9.0,15.0,3.0,6.0,3.0,3.0,4.0,11.0,3.0,1.0,4.0,18.0,4.0,9.0,15.0,5.0,10.0,13.0,1.0,18.0,10.0,9.0,18.0,1.0,1.0,7.0,13.0,17.0,1.0,8.0,2.0,1.0,8.0,16.0,15.0,15787.0,121547.0,1538183.0,22781027.0,154774.0,1167228.0,14543052.0,1806492.0,13414192.0,23077918.0,15787.0,-1918740942.0,233000000000000.0,-2.83e+19,-2443262364.0,297000000000000.0,-3.61e+19,378000000000000.0,-4.6e+19,-5.85e+19,1.91e+25,5.68e+27,6.03e+32,-3.6800000000000003e+36,5.68e+27,2.25e+31,-1.12e+35,6.03e+32,-1.12e+35,-3.6800000000000003e+36,359.0,85.0,180.0,292.0,75.0,1
3115,29629,364387,5015299,27895,258920,3152890,322993,2933088,4195657,3115,-92264706.0,2730000000000.0,-8.09e+16,-86865030.0,2570000000000.0,-7.62e+16,2420000000000.0,-7.17e+16,-6.75e+16,4.72e+20,5.22e+22,7.8e+27,-4.63e+31,5.22e+22,4.17e+26,-3.47e+30,7.8e+27,-3.47e+30,-4.63e+31,17,3,23,17,13,25,6,15,17,30,4,21,12,3,16,13,15,22,8,19,0,11,20,18,7,10,1,10,8,10,6,2,19,17,18,8,10,14,6,1,4,17,3,18,6,4,15,1,3.0,9.0,15.0,15.0,13.0,8.0,19.0,12.0,10.0,6.0,7.0,11.0,18.0,12.0,1.0,18.0,9.0,14.0,8.0,13.0,17.0,5.0,10.0,12.0,3.0,6.0,1.0,12.0,1.0,8.0,4.0,8.0,17.0,5.0,9.0,6.0,1.0,18.0,13.0,17.0,20.0,16.0,20.0,7.0,6.0,17.0,13.0,2.0,3.0,5.0,6.0,15.0,3.0,2.0,8.0,15.0,19.0,4.0,20.0,5.0,3.0,18.0,5.0,10.0,14.0,17.0,10.0,15.0,3.0,20.0,17.0,17.0,13.0,6.0,12.0,1
650,3119,19453,136553,2942,14138,88738,16634,79714,105974,650,-2024231.0,6303867781.0,-19600000000000.0,-1909358.0,5946125642.0,-18500000000000.0,5608692506.0,-17500000000000.0,-16500000000000.0,5576493084.0,197000000000.0,2170000000000000.0,-8.46e+17,197000000000.0,130000000000000.0,-1.07e+17,2170000000000000.0,-1.07e+17,-8.46e+17,7,0,9,9,1,0,1,9,8,7,2,4,1,2,1,4,2,5,0,2,0,11,1,10,8,3,4,8,9,3,18,18,1,12,14,10,12,8,16,3,9,16,9,8,17,3,17,1,16.0,5.0,18.0,3.0,3.0,10.0,12.0,1.0,3.0,16.0,10.0,3.0,10.0,18.0,4.0,10.0,8.0,11.0,4.0,10.0,4.0,9.0,15.0,20.0,4.0,8.0,9.0,8.0,13.0,14.0,4.0,4.0,9.0,8.0,9.0,12.0,18.0,1.0,3.0,1.0,1.0,9.0,20.0,8.0,4.0,4.0,7.0,17965.0,150278.0,1788938.0,25816832.0,155054.0,1226566.0,14199494.0,1797448.0,13712318.0,23044886.0,17965.0,-2699593992.0,406000000000000.0,-6.1e+19,-2785390056.0,419000000000000.0,-6.29e+19,432000000000000.0,-6.49e+19,-6.7e+19,2.17e+25,1.27e+28,6.34e+32,-3.4900000000000004e+36,1.27e+28,4.04e+31,-2.88e+34,6.34e+32,1
658,3412,21680,152782,2971,15381,96361,17089,87999,109711,658,-2241684.0,7637005744.0,-26000000000000.0,-1951947.0,6649921493.0,-22700000000000.0,5790424785.0,-19700000000000.0,-17200000000000.0,5645126845.0,203000000000.0,2230000000000000.0,-8.97e+17,203000000000.0,144000000000000.0,-1.1e+17,2230000000000000.0,-1.1e+17,-8.97e+17,2,2,3,9,3,6,0,3,8,15,2,0,1,2,2,7,3,3,0,0,0,11,5,17,10,9,9,13,10,10,10,10,5,5,10,6,17,8,16,10,16,10,2,14,4,4,15,3,1.0,3.0,4.0,4.0,4.0,6.0,4.0,11.0,8.0,4.0,4.0,4.0,18.0,9.0,15.0,16.0,10.0,10.0,6.0,17.0,18.0,9.0,3.0,10.0,10.0,8.0,6.0,1.0,6.0,9.0,16.0,14.0,16.0,18.0,10.0,9.0,6.0,10.0,16.0,2.0,9.0,10.0,16.0,9.0,20744.0,200094.0,2460652.0,34330398.0,199885.0,1900782.0,23152682.0,2356831.0,22260648.0,30885421.0,20744.0,-4150549842.0,830000000000000.0,-1.66e+20,-4146214555.0,830000000000000.0,-1.66e+20,829000000000000.0,-1.66e+20,-1.66e+20,2.51e+25,8.49e+27,7.91e+32,-5.0700000000000003e+36,8.49e+27,3.38e+31,-1.7900000000000002e+35,7.91e+32,-1.7900000000000002e+35,-5.0700000000000003e+36,83.0,1
231,614,2106,8420,638,1569,5165,2116,4837,7868,231,-141220.0,86334190.0,-52780294864.0,-146740.0,89708197.0,-54842611339.0,93215192.0,-56986200079.0,-59214290572.0,655357.0932,6060778.083,9321066061.0,753000000000.0,6060778.083,707396900.6,-65102641447.0,9321066061.0,-65102641447.0,753000000000.0,4,1,0,0,2,0,0,1,1,2,0,0,2,1,1,1,1,5,0,0,0,5,10,13,1,18,10,15,18,1,1,14,18,18,13,17,18,5,2,1,8,16,9,112,1178,17580,298946,729,3129.0,30561.0,10117.0,20753.0,148191.0,112.0,-130758.0,152662820.0,-178000000000.0,-80919.0,94466949.0,-110000000000.0,58468627.0,-68254546437.0,-42250810989.0,1.35e+23,1.49e+26,3.86e+30,-2.49e+34,1.49e+26,5.5e+29,-4.8e+31,3.86e+30,-4.8e+31,-2.49e+34,42.0,18.0,0.0,0.0,18.0,0.0,0.0,20.0,22.0,8.0,0.0,0.0,17.0,11.0,7.0,21.0,15.0,54.0,0.0,0.0,0.0,965.0,10413.0,148861.0,2294445.0,8167.0,83629.0,1171937.0,103921.0,1039071.0,1546003.0,965.0,-10038132.0,104000000000.0,-1090000000000000.0,-7872988.0,81896464702.0,-852000000000000.0,64232097028.0,-668000000000000.0,-524000000000000.0,1.17e+24,7.28e+26,3.62e+31,-2.8400000000000002e+35,7.28e+26,2.95e+30,-1.39e+34,3.62e+31,-1.39e+34,1
2677,22739,255863,3280049,22740,194590,2194084,248122,2106338,3037380,2677,-60849564.0,1380000000000.0,-3.14e+16,-60852240.0,1380000000000.0,-3.14e+16,1380000000000.0,-3.14e+16,-3.14e+16,2.25e+19,2.13e+21,2.76e+26,-1.37e+30,2.13e+21,1.46e+25,-1.04e+29,2.76e+26,-1.04e+29,-1.37e+30,13,4,26,15,16,20,6,17,17,16,5,19,12,3,12,13,10,23,6,13,0,19,8,11,6,7,11,18,12,6,8,3,14,8,3,4,5,10,15,10,6,16,12,16,13,4,5,3,8.0,12.0,5.0,3.0,9.0,3.0,1.0,9.0,13.0,18.0,20.0,17.0,20.0,7.0,6.0,18.0,13.0,2.0,3.0,2.0,5.0,15.0,16.0,2.0,10.0,15.0,19.0,4.0,20.0,8.0,6.0,10.0,17.0,1.0,10.0,15.0,4.0,18.0,17.0,17.0,13.0,6.0,12.0,13.0,9.0,5.0,15.0,4.0,12.0,10.0,16.0,10.0,5.0,18.0,5.0,3.0,10.0,9.0,17.0,12.0,16.0,10.0,20.0,3.0,16.0,14.0,1.0,6.0,9.0,1.0,6.0,4.0,12.0,10.0,1.0,1
2727,23100,250708,3058524,21041,175194,1873634,212355,1750566,2430023,2727,-62970600.0,1450000000000.0,-3.36e+16,-57357766.0,1320000000000.0,-3.06e+16,1210000000000.0,-2.79e+16,-2.54e+16,1.35e+18,1.77e+20,1.16e+25,-4.51e+28,1.77e+20,6.63e+23,-3.35e+27,1.16e+25,-3.35e+27,-4.51e+28,12,1,13,8,9,14,1,13,19,15,12,10,12,7,15,22,16,24,6,9,0,11,6,18,14,5,13,1,10,9,17,11,18,17,18,5,10,10,10,11,6,12,11,16,13,18,18,11,9.0,16.0,16.0,8.0,13.0,10.0,15.0,9.0,18.0,9.0,11.0,18.0,1.0,16.0,9.0,18.0,18.0,17.0,13.0,6.0,16.0,16.0,10.0,20.0,6.0,18.0,1.0,10.0,9.0,3.0,10.0,17.0,16.0,20.0,12.0,8.0,17.0,2.0,17.0,10.0,14.0,18.0,4.0,12.0,19.0,8.0,15.0,20.0,15.0,10.0,8.0,18.0,13.0,16.0,18.0,14.0,11.0,18.0,20.0,6.0,18.0,18.0,17.0,17.0,17.0,13.0,8.0,1.0,8.0,4.0,13.0,1.0,9.0,15.0,4.0,1
194,534,1822,7086,441,1184,3920,1227,3160,3879,194,-103062.0,54751774.0,-29087112822.0,-85113.0,45216032.0,-24021039130.0,37341579.0,-19837591460.0,-16382948553.0,550386.4766,11940907.04,6185497369.0,989000000000.0,11940907.04,672284432.0,70210819675.0,6185497369.0,70210819675.0,989000000000.0,0,1,0,0,1,1,0,3,2,3,0,1,2,0,0,0,1,3,0,0,0,18,12,13,8,8,10,6,18,10,13,9,5,18,2,10,8,17,9,266,2032,21318,273826,3942,32908,357112,50452,409460,666876.0,266.0,-538480.0,1090083654.0,-2210000000000.0,-1044630.0,2114710924.0,-4280000000000.0,4102442548.0,-8300000000000.0,-16100000000000.0,3.21e+23,-2.97e+26,1.44e+31,-1.25e+35,-2.97e+26,-2.97e+29,-9.66e+33,1.44e+31,-9.66e+33,-1.25e+35,0.0,14.0,0.0,0.0,12.0,7.0,0.0,25.0,29.0,30.0,0.0,2.0,13.0,0.0,0.0,0.0,17.0,22.0,0.0,0.0,0.0,453.0,5572.0,74228.0,1068904.0,4552.0,54788.0,715412.0,60888.0,711556.0,937756.0,453.0,-2518544.0,14002354212.0,-77800000000000.0,-2057504.0,11439103332.0,-63600000000000.0,9345098392.0,-52000000000000.0,-42400000000000.0,5.47e+23,1.3e+26,1.96e+31,-1.8700000000000003e+35,1.3e+26,1.12e+30,-1.35e+34,1.96e+31,-1.35e+34,-1.8700000000000003e+35,0.0,5.0,0.0,1
188,543,1963,8037,540,1491,5377,1910,5011,7542,188,-101541.0,54843877.0,-29622245985.0,-100980.0,54540411.0,-29458088969.0,54239510.0,-29295320399.0,-29133926658.0,533364.2144,3432333.34,8382088606.0,430000000000.0,3432333.34,682694516.8,-100000000000.0,8382088606.0,-100000000000.0,430000000000.0,3,1,0,0,3,1,0,1,3,5,0,0,2,0,0,1,1,1,0,0,0,5,10,13,8,10,1,16,10,1,1,9,5,6,13,9,10,5,2,10,18,17,9,351,4585,70655,1178311,577,18987.0,388173.0,-35311.0,-123745.0,-1057319.0,351.0,-1604750.0,7336827180.0,-33500000000000.0,-201950.0,923314192.0,-4220000000000.0,116156910.0,-531000000000.0,-66790745462.0,4.24e+23,9.7e+26,-4.4e+30,3.4e+35,9.7e+26,-3.86e+29,4.77e+34,-4.4e+30,4.77e+34,3.4e+35,25.0,18.0,0.0,0.0,30.0,13.0,0.0,4.0,48.0,50.0,0.0,0.0,17.0,0.0,0.0,7.0,21.0,20.0,0.0,0.0,0.0,747.0,4822.0,39030.0,282910.0,8650.0,58158.0,505896.0,125996.0,872894.0,2020096.0,747.0,-3597212.0,17322543610.0,-83400000000000.0,-6452900.0,31074231658.0,-150000000000000.0,55742888496.0,-268000000000000.0,-482000000000000.0,9.02e+23,-1.22e+26,3.83e+31,-4.31e+35,-1.22e+26,1.87e+30,-3.6600000000000003e+34,3.83e+31,-3.6600000000000003e+34,1
621,3198,20706,149844,2640,13469,85521,14594,73457,91170,621,-1982760.0,6330659982.0,-20200000000000.0,-1636800.0,5226057149.0,-16700000000000.0,4314196994.0,-13800000000000.0,-11400000000000.0,5327695700.0,284000000000.0,1970000000000000.0,-6.08e+17,284000000000.0,140000000000000.0,-6.29e+16,1970000000000000.0,-6.29e+16,-6.08e+17,5,2,4,8,4,5,0,3,7,10,4,2,0,0,3,6,4,3,0,0,0,11,5,17,11,9,9,16,11,10,18,10,5,5,10,6,17,8,16,10,16,10,2,4,4,4,15,12,1.0,3.0,4.0,3.0,3.0,6.0,4.0,11.0,17.0,4.0,4.0,18.0,9.0,15.0,6.0,8.0,10.0,3.0,9.0,10.0,9.0,4.0,5.0,6.0,8.0,16.0,1.0,1.0,15.0,6.0,18.0,16.0,10.0,10.0,12.0,17.0,1.0,16.0,2.0,9.0,10.0,1.0,9.0,20073.0,166765.0,1964111.0,26767567.0,207479.0,1697737.0,19698851.0,2667729.0,21625207.0,38505083.0,20073.0,-3347307080.0,558000000000000.0,-9.31e+19,-4164518488.0,694000000000000.0,-1.16e+20,864000000000000.0,-1.44e+20,-1.79e+20,2.42e+25,4.07e+27,8.57e+32,-7.270000000000001e+36,4.07e+27,3.83e+31,-4.63e+35,8.57e+32,-4.63e+35,-7.270000000000001e+36,270.0,88.0,1
383,1338,5682,26934,1247,4174,17454,4983,16086,22535,383,-511116.0,682088646.0,-910000000000.0,-476354.0,635697340.0,-848000000000.0,592463412.0,-791000000000.0,-737000000000.0,6519526.408,77151774.22,277000000000.0,639000000000.0,77151774.22,19491474842.0,-5280000000000.0,277000000000.0,-5280000000000.0,639000000000.0,2,0,4,1,0,2,0,2,0,3,2,3,2,1,2,3,1,2,2,2,0,1,3,12,15,15,13,8,19,18,11,10,10,16,16,20,19,14,3,6,12,16,10,6,18,3,1,8,11.0,17.0,12.0,20.0,13.0,4.0,3.0,2893.0,30224.0,420242.0,6703442.0,32054.0,322693.0,4419923.0,452052.0,4480453.0,6813800.0,2893.0,-87407808.0,2640000000000.0,-7.98e+16,-92700168.0,2800000000000.0,-8.46e+16,2970000000000.0,-8.97e+16,-9.52e+16,3.49e+24,-4.67e+25,1.4e+32,-1.37e+36,-4.67e+25,6.96e+30,-1e+35,1.4e+32,-1e+35,-1.37e+36,27.0,0.0,79.0,33.0,0.0,42.0,0.0,34.0,0.0,45.0,38.0,53.0,38.0,17.0,9.0,48.0,29.0,33.0,24.0,46.0,0.0,3749.0,45515.0,660339.0,10213775.0,36312.0,437539.0,6321717.0,491312.0,5894941.0,7725216.0,3749.0,-170590220.0,7760000000000.0,-3.53e+17,-136097376.0,6190000000000.0,-2.82e+17,1
